Waterbody Lake ID,Waterbody Name,Latitude,Longitude,Sample Date,"Alkalinity, Gran (mg/L CaCO3)",Calcium (mg/L),Chloride (mg/L),"Color, true (TCU)",Conductivity (µS/cm),Dissolved Inorganic Carbon(mg/L),Dissolved Organic Carbon (mg/L),Iron (µg/L),Potassium (mg/L),Magnesium (mg/L),Sodium (mg/L),Ammonia+Ammonium (µg/L),Nitrate+Nitrite (µg/L),Total Kjeldahl Nitrogen (µg/L),pH,Total Phosphorus (µg/L),Reactive Silicate (mg/L),Sulphate (mg/L),Secchi (m)
16-3069-55034,Holinshead L.,49.64122,-89.68705,06/06/13,11,4.139,0.15,92.599,32.2,3.08,11.9,,0.59,1.25,0.745,32,44,424,7.139,17.899,2.68,0.9,1.7
16-3207-54488,Jolly L.,49.16921,-89.45945,06/06/13,20.8,7.86,0.24,79.2,53.2,5.66,11.199,,0.475,1.75,0.795,42,24,459,7.459,12.4,3.62,1,1.5
15-6913-53983,Kashabowie L.,48.67401,-90.39631,06/06/13,12.199,4.36,0.26,58.799,36.799,3.22,10.699,,0.62,1.58,1.01,14,48,339,7.259,7.799,2.799,1.3,2.9
17-4157-51611,Klondyke L.s,46.60956,-82.10382,06/06/13,1.84,1.6,0.1,22.399,18.199,0.86,3.899,,0.205,0.405,0.88,14,8,189,6.549,6.599,2.12,3.5,3.8
16-6823-52566,Kwagama L.,47.44025,-84.57376,06/06/13,2.569,1.139,0.13,13,15.4,1.1,2.7,,0.21,0.3,0.63,28,80,181,6.629,3.2,0.56,2.6,7.5
17-3592-51192,Lauzon L.,46.21245,-82.8223,06/06/13,6.759,3.52,1.429,6.2,37.799,2.06,2.7,,0.37,1.02,1.32,10,72,178,7.15,3.1,0.68,5,4.8
17-3360-51357,Little Chiblow L.,46.35605,-83.08913,06/06/13,5.44,2.52,0.41,4.2,26.199,1.58,2.799,,0.24,0.69,0.89,10,22,171,7.03,7.299,0.64,4.099,4.8
16-6811-52113,Mamainse L.,47.02227,-84.61651,06/06/13,3.5,1.78,0.17,6.4,19,1.26,2.6,,0.225,0.36,0.555,26,154,143,6.839,2.6,1.24,2.45,7.1
17-3678-51289,McGiverin L.,46.29826,-82.72483,06/06/13,4.32,2.439,0.23,24.199,24.199,1.34,5.299,,0.285,0.665,0.935,14,56,246,6.94,5.099,1.919,3.299,3.6
15-7026-53901,Middle Shebandowan L.,48.63435,-90.22792,06/06/13,20.5,7.74,2.759,20.399,63.2,5.559,6.9,,0.565,1.649,2.279,20,2,259,7.549,7,3.04,2.549,3.8
16-6718-52845,Mijinemungshing L.,47.69475,-84.70869,06/06/13,3.22,1.8,0.09,39.6,18.399,1.2,6.099,,0.21,0.385,0.555,12,122,242,6.66,12.6,1.24,2.399,3.2
15-6723-53466,Northern Light L.,48.25131,-90.62066,06/06/13,14.1,4.879,0.43,31,41.2,3.68,7.9,,0.4,1.53,1.07,28,2,343,7.4,9.099,1.439,1.85,3.3
16-6710-52766,Old Woman L.,47.62431,-84.72141,06/06/13,2.319,1.379,0.1,22.199,16,1.159,4.099,,0.195,0.315,0.535,16,160,190,6.509,5.2,1.24,2.35,4
17-2857-52221,Point L.,47.11991,-83.82384,06/06/13,3.66,2.64,0.07,67.4,21.199,1.159,9.599,,0.135,0.645,0.655,16,38,320,6.719,6.799,2.06,2.35,1.6
16-6806-52259,Queminico L.,47.16226,-84.61783,06/06/13,18.5,5.36,0.16,11.4,50.799,5.16,4,,0.465,1.85,1.06,14,40,223,7.559,5.799,1.48,2.6,3.9
17-2800-52265,Quinn L.,47.11319,-83.87923,06/06/13,3.24,2.259,0.11,50.6,19.399,1.1,8.599,,0.14,0.51,0.69,14,34,300,6.599,5.099,2.08,2,2.3
17-3053-51969,Ranger L.,46.88043,-83.58335,06/06/13,7.419,3.439,0.54,5.2,31.8,2.259,3.399,,0.22,0.98,0.74,4,38,233,7.179,2.299,1,3.049,6.9
17-3631-51330,Rossmere L.,46.34467,-82.78184,06/06/13,5.009,2.779,0.35,39,25.8,1.439,6.799,,0.34,0.715,1.02,18,72,313,6.9,6.299,2,2.799,2.1
17-2880-52035,Saddle L.,46.95325,-83.78806,06/06/13,4.41,2.52,0.14,27.8,22.399,1.379,6.299,,0.275,0.53,0.745,16,94,304,6.889,5.7,1.1,2.25,2.6
16-6855-52885,Sand L.,47.74195,-84.51326,06/06/13,1.889,1.439,0.08,83.2,16,1.48,10.699,,0.21,0.37,0.695,16,50,376,6.099,9.9,2.14,1.7,2.9
15-6988-53913,Shebandowan L.s,48.63435,-90.22792,06/06/13,17.1,6.62,2.195,32.8,55.4,4.76,7.95,,0.583,1.555,2.045,22,13,285.5,7.455,7.4,2.8,2.25,3.2
15-6988-53913,Shebandowan L.s,48.63961,-90.42101,06/06/13,17.099,6.62,2.194,32.799,55.4,4.759,7.95,,0.582,1.554,2.044,22,13,285.5,7.455,7.4,2.799,2.25,NA
17-3014-51622,Shelden L.,46.59019,-83.45214,06/06/13,7.379,3.6,0.36,11.4,30.399,2.04,3.799,,0.27,0.75,0.875,10,128,173,7.15,2.2,1.679,3.25,5
16-7100-51834,Sill L.,46.77334,-84.24975,06/06/13,8.31,3.14,0.28,8.199,28.8,2.48,3.799,,0.3,0.68,0.64,18,70,246,7.24,5.299,0.36,2.6,5.9
17-2976-52164,South Branch L.,47.07756,-83.68016,06/06/13,4.45,2.359,0.14,50.6,23.199,1.54,8.4,,0.145,0.66,0.67,12,54,282,6.78,8.199,1.96,2.6,2.6
17-3943-51700,Spinweb L.,46.67681,-82.38467,06/06/13,6.48,3.299,0.26,11,28.8,2.04,3.899,,0.34,0.665,0.885,18,76,217,7.08,3.899,1.32,3.399,4.5
16-3723-53954,Upper Hunters L.,48.69747,-88.7338,06/06/13,5.139,2.12,0.13,54.399,19.6,1.54,7.799,,0.17,0.8,0.5,32,22,360,6.879,10,1.22,1.649,0
16-6806-52194,Upper Pancake L.,47.10189,-84.62137,06/06/13,3.91,1.96,0.24,24.8,19.6,1.34,4.9,,0.215,0.39,0.64,24,118,239,6.82,4.9,1.52,1.7,3.6
15-6867-53877,Upper Shebandowan L.,48.63961,-90.42101,06/06/13,13.699,5.5,1.629,45.2,47.6,3.96,9,,0.6,1.459,1.81,24,24,312,7.36,7.799,2.56,1.95,2.5
17-3191-51595,Wakomata L.,46.54354,-83.39117,06/06/13,6.849,3.379,0.56,2,31.399,2.02,1.899,,0.23,0.78,0.92,8,94,136,7.16,5,1.2,3.649,6.3
17-2880-52069,Ward L.,46.99087,-83.78448,06/06/13,3.39,2.54,0.18,27.8,22.199,1.139,6.5,,0.265,0.52,0.685,14,170,266,6.73,3.799,1.439,3.2,3.2
17-2792-52332,Galloway L.,47.22054,-83.91539,27/06/13,4.37,2.6,0.28,58.399,20.8,1.399,7.9,,0.165,0.575,0.725,18,2,350,6.66,11.4,1.8,2.45,2.5
16-2901-53647,Marks L.,48.40328,-89.83768,09/07/13,17.399,7.96,0.13,79,52.399,3.72,13.1,,0.625,1.51,0.9,2,2,536,7.37,14,2.96,4.2,1.3
16-3488-53829,Penassen L.s,48.58307,-89.05179,09/07/13,9.22,3.5,0.15,69.4,27.8,2.6,9.699,,0.225,1.1,0.755,18,2,452,7.049,11.3,1.2,1.449,2
17-5310-52621,Island L.,47.51451,-80.58756,10/07/13,16.3,6.099,0.21,31.199,46.6,4,6.5,,0.25,1.34,0.87,22,2,282,7.37,6.099,2.24,4.95,2.8
16-3744-54268,Unknown L.,48.98216,-88.7201,31/07/13,15.4,4.559,0.21,6.4,41.2,4.099,3.2,,0.27,1.61,0.625,8,2,242,7.429,5.799,0.18,2.35,6
16-3680-53921,Nalla L.,48.66869,-88.79627,09/08/13,10.9,3.399,0.17,28,33.2,2.96,8,,0.29,1.379,0.75,6,2,295,7.259,4.7,2.1,2.2,3.5
16-3706-53956,Bisect L.,48.69409,-88.75574,26/08/13,12.199,3.48,0.14,28.8,30.8,2.98,7.099,,0.24,1.37,0.715,18,2,313,7.15,5.599,1.12,1.55,4.4
17-6715-48930,"Scugog, L.",44.14371,-78.92355,08/05/14,150,62.399,46.899,25.5,461,36,7.299,,2.359,7.559,27.8,58,252,593,8.21,21.399,0.56,9,1.5
17-4822-49331,Chesley L.,44.55421,-81.22502,12/05/14,131.47,34.6,7.03,8.699,279,32.2,3.5,,1.37,10.9,4,26,220,340,8.15,9.099,1.12,3.1,6.1
17-4689-49939,Miller L.,45.09768,-81.39745,12/05/14,149.71,34.1,1.74,17.67,287,36.5,4.599,,0.275,13.199,0.935,90,50,382,8.259,5.799,0.84,3.399,3.2
17-4561-50068,Cameron L.,45.2137,-81.56182,13/05/14,159.31,35.5,1.51,22.609,308,38.899,6.099,,0.17,18.5,0.87,48,48,346,8.169,5.4,1.159,4,2.2
17-4583-50085,Cyprus L.,45.09769,-81.39745,13/05/14,158.13,36,2.009,20.309,302,38.5,6.5,,0.195,18,0.8,90,48,423,8.169,7.7,1.159,4.099,3.7
17-3370-52303,Beak L.,47.21031,-83.15008,14/05/14,10.07,3.66,0.19,49.719,28.899,3.72,6.099,,0.22,0.748,0.88,24,80,255,6.54,6.299,2.799,2.799,3.5
17-3736-53361,Carty L.,48.16477,-82.71606,14/05/14,43.939,14.3,1.389,91,97.9,11.3,15.1,,0.355,3.48,1.379,4,108,478,7.25,11.199,2.74,1.85,2
17-5814-49627,Farlain L.,44.81407,-79.96878,14/05/14,69.53,23.1,1.48,6.419,152.8,17,3,,0.595,4.009,1.12,300,100,589,8,8.199,0.26,4.049,4.3
17-6026-49666,Gloucester Pl.,44.86644,-79.71127,14/05/14,59.109,23.1,17.699,39.34,200,14.699,5.4,,1.11,3.43,11.4,36,88,367,7.79,12.9,1.62,7.95,2.4
17-4145-52197,Indian L.,47.08345,-82.11491,14/05/14,6.339,2.58,0.18,51.13,24.399,2.22,6.4,,0.235,0.792,0.8,22,72,285,6.469,8.199,1.48,3.45,2.5
17-3788-53266,Ivanhoe L.,48.1598,-82.51818,14/05/14,38.77,12.1,0.79,82.23,84.5,9.279,10.4,,0.61,2.73,1.179,20,104,389,7.459,12.1,2.439,2.049,2
17-5998-50031,"Joseph, L.",45.11056,-79.62056,14/05/14,8.419,4.24,10.199,14.6,68.599,2,3.299,,0.66,0.844,6.86,30,152,173,6.929,5.799,0.64,5,4
17-5998-50031,"Joseph, L.",45.14973,-79.67056,14/05/14,7.5,3.919,8.13,28.3,59.1,1.94,3.5,,0.605,0.852,5.179,22,122,210,6.879,8.599,0.84,4.4,NA
17-5998-50031,"Joseph, L.",45.15,-79.7717,14/05/14,8.529,4.24,9.269,11,65.9,2.06,2.7,,0.595,0.87,6.25,12,146,174,6.9,4.5,0.52,5.2,NA
17-5998-50031,"Joseph, L.",45.16667,-79.73336,14/05/14,7.87,4.259,8.83,10.4,64.4,1.98,2.799,,0.605,0.874,5.879,10,144,158,6.9,4.7,0.48,5.2,NA
17-5998-50031,"Joseph, L.",45.20556,-79.68639,14/05/14,7.889,3.799,5.429,23.6,48.899,1.86,3.399,,0.59,0.838,3.569,28,122,212,6.86,7.7,0.9,4.4,NA
17-5998-50031,"Joseph, L.",45.2225,-79.77388,14/05/14,7.07,4.299,8.5,11.199,63,2.08,2.799,,0.625,0.896,5.639,8,146,167,6.91,4.599,0.46,5.25,NA
17-5998-50031,"Joseph, L.",45.23472,-79.75612,14/05/14,7.929,4.28,8.349,9.839,62.5,1.94,2.799,,0.61,0.884,5.45,10,144,152,6.91,5.5,0.48,5.25,NA
17-2884-53030,Little Wawa L.,47.84549,-83.8414,14/05/14,31.98,10.5,1.34,17.23,73.5,8.96,3.6,,0.545,1.6,1.449,64,112,286,7.23,5.4,1.82,1.55,5
17-5742-50352,Nine Mile L.,45.44273,-80.04245,14/05/14,2.859,1.26,0.35,41.6,14.6,1.159,4.799,,0.235,0.37,0.565,66,92,298,6.15,7.5,1.22,2.049,2.9
17-4061-52742,Opeepeesway L.,47.62963,-82.25625,14/05/14,19.23,7.519,0.27,107.28,50.1,5.459,12.9,,0.345,1.54,0.795,16,90,446,6.919,11.5,2.72,2.45,2
17-4148-52820,Rice L.,47.68304,-82.14716,14/05/14,17.67,5.879,0.22,69.719,43.299,5.36,10.3,,0.3,1.48,0.765,4,138,362,6.71,12.699,2.04,2.25,2
17-3767-53044,Rollo L.,47.88643,-82.65262,14/05/14,44.799,15.699,0.3,30.649,100.2,11.3,7.4,,0.36,2.81,0.945,2,122,283,7.559,5.4,2.04,3.149,6.5
17-6025-50535,Ahmic L.,45.65577,-79.73742,15/05/14,5.759,2.839,3.54,55.719,38.7,1.56,5.5,,0.62,0.634,2.87,24,180,306,6.639,14.5,2.359,4,1.7
17-6257-50660,Bernard L.,45.7571,-79.3856,15/05/14,10.14,4.019,10.4,21.51,71,2.339,3.299,,0.815,0.918,7.019,10,76,186,7.11,10.699,1.159,4.549,2.5
17-6111-50550,"Cecebe, L.",45.63144,-79.55142,15/05/14,6.559,3.16,4.5,77.159,44.899,1.86,6.099,,0.67,0.784,3.56,20,148,318,6.66,17,2.319,4.4,1.1
17-6239-50430,Doe L.,45.5386,-79.41503,15/05/14,6.65,2.7,3.259,56.409,36.799,1.6,5.7,,0.56,0.688,2.85,12,108,298,6.799,11.8,2.6,3.25,1.9
17-6767-50182,Kawagama L.,45.29034,-78.74703,16/05/14,4.849,2,0.44,15.97,22.399,1.36,3.2,,0.36,0.596,0.825,10,152,163,6.58,3.6,1.639,3.75,4.8
18-4196-49317,Charleston L.,44.52533,-76.01067,20/05/14,99.73,28.5,7.53,19.309,230,20.8,4.7,,1.22,9.189,5.009,18,40,385,8.259,11.9,1.94,6.15,3.1
18-3280-50833,Allumette L.,45.84517,-77.12894,21/05/14,11.359,4.16,1.37,71.209,42.6,3.68,7.799,,0.645,1.24,2.069,2,126,336,6.95,12.699,2.359,4.75,1.8
18-3741-49489,Bobs L.,44.65383,-76.61581,21/05/14,47.5,14.3,5.11,30.39,120.8,9.96,5.2,,0.875,3.62,3.45,10,2,386,7.769,11.699,1.52,3.45,3.5
18-3651-49486,Eagle L.,44.6775,-76.70323,21/05/14,47.17,14,6.24,12.38,125.099,10,3.799,,0.76,3.64,3.95,6,2,325,7.919,8.199,1.2,4.049,3.8
18-3577-50825,Lac Coulonge,45.89116,-76.82372,21/05/14,12.35,4.299,1.399,73.79,45,2.859,8,,0.625,1.22,2.16,2,136,325,6.99,14.1,2.359,5.049,1.6
18-3640-49528,Leggat L.,44.71383,-76.72402,21/05/14,26.21,9,0.86,11.82,65.7,5.66,3.299,,0.495,1.629,1.02,24,2,389,7.559,12.4,0.48,3.7,6.9
18-2779-50548,Aylen L.,45.60445,-77.86143,22/05/14,10.49,3.7,0.45,18.09,39.899,2.379,3.6,,0.685,1.439,1.2,2,90,201,7.07,4.2,2.48,6.099,4.9
15-4131-55595,Big Fox L.,50.22037,-94.11127,22/05/14,32.5,10,1.899,87.4,82.2,8.259,12.4,,1,2.5,2.97,14,120,449,7.339,31.199,1.679,3.35,1.2
15-4747-56248,Bruce L. South Basin,50.7816,-93.34568,22/05/14,51.799,15.1,2.71,129,123,10.9,18.3,,3.16,4.19,2.91,34,44,407,7.589,30.699,2.16,4.45,1
15-4653-55440,Clay L.,50.05025,-93.50424,22/05/14,36.2,10.8,2.69,93.099,88.299,9.06,11.3,,1.25,2.79,3.16,38,28,536,7.389,36.5,1.28,2.549,0.8
18-3287-50341,"Clear, L.",45.43226,-77.16952,22/05/14,106.4,36.7,12.3,8.839,258,22.3,3.299,,0.99,7.009,6.86,4,2,312,8.15,9.4,1.439,6.599,5.3
15-4785-55574,Cliff L.,50.14289,-93.31952,22/05/14,32.1,9.4,2.169,27.199,77.099,8.279,7,,0.835,2.569,2.06,12,38,304,7.349,9.099,0.84,1.95,3.7
15-4642-55404,Eye L.,50.01558,-93.50856,22/05/14,44.899,9.5,0.23,73.099,90.799,11.199,12.699,,1.389,4.36,2.509,246,116,846,7.309,60.799,1.379,0.85,2.3
18-2900-50140,Fosters L.,45.2478,-77.67535,22/05/14,54.719,19.5,1.84,43.479,128.199,11.4,8.199,,0.99,2.879,1.58,12,4,393,7.839,8.5,4.04,5.549,2.9
18-2891-50334,Kamaniskeg L.,45.39223,-77.70714,22/05/14,8.009,3.04,2.629,28.76,40.399,1.82,4.5,,0.57,0.988,2.41,4,96,253,6.95,7.7,2.359,4.849,3.3
15-4172-56262,Longlegged L.,50.72705,-94.04898,22/05/14,23.8,6.32,0.23,43.6,51.899,5.839,10,,0.835,2.089,1.189,36,8,546,7.169,28.6,0.46,1.649,2.5
15-4066-55579,Lount L.,50.26209,-94.43396,22/05/14,33,10.4,1.399,66.9,79.5,8.019,10.5,,0.795,2.339,2.56,18,84,387,7.419,28.399,1.399,3.049,2
15-4660-56220,Pakwash L.,50.75522,-93.48881,22/05/14,35.399,11.699,1.06,77.799,83.799,9.3,11.8,,1.11,2.69,1.429,28,112,439,7.169,31.3,2.04,3.6,1.6
18-3030-50572,Round L.,45.65438,-77.52892,22/05/14,16.629,5.299,1.639,44.25,54.7,3.66,5.5,,0.895,1.899,1.99,8,72,295,7.28,6.7,3.399,5.099,2.5
17-6275-49634,Sparrow L.,44.80556,-79.38555,22/05/14,57.979,20.899,15.6,44.96,184.3,14,5.799,,0.985,3.83,9.63,20,44,386,7.73,15.3,1.28,7.299,2.8
15-4602-55724,Sup L.,50.3055,-93.55643,22/05/14,42.2,11.699,0.23,36.1,86.9,10.4,9.199,,0.91,3.109,1.33,16,20,403,7.44,18.199,1.179,1.399,2.4
15-5085-55575,Thaddeus L.,50.18185,-92.88801,22/05/14,81.9,25.5,0.29,19.6,161,20.3,6.9,,1.12,5.73,1.61,22,2,387,7.849,11.699,0.52,1.55,3.4
15-4305-55763,Tide L.,50.34641,-93.9836,22/05/14,34.2,10.4,0.79,86.7,76.2,7.639,12.5,,0.895,2.609,1.409,10,106,206,7.419,23.3,1.679,2.399,1.1
15-3754-55732,Umfreville L.,50.27973,-94.78387,22/05/14,34.399,10.9,1.02,59.799,78.9,7.459,10.4,,0.8,2.48,1.99,4,114,194,7.49,23.399,1.56,2.6,2.1
15-4255-56385,Upper Medicine Stone L.,50.89676,-94.05494,22/05/14,10.8,3.58,0.14,41.5,30.1,2.819,8.5,,0.56,0.98,0.9,6,104,264,6.87,5.2,1.82,2.049,4.2
15-4880-55820,Wabaskang L.,50.41722,-93.22988,22/05/14,53.299,15.4,1.62,29.899,113,13.5,8.4,,0.98,3.93,1.85,24,40,395,7.5,18,1.04,1.55,2.7
15-4590-56024,Wegg L.,50.57132,-93.60769,22/05/14,33.899,10.9,0.67,79.4,75.4,7.519,11.3,,0.83,2.509,1.3,8,84,365,7.5,20.6,1.679,2.299,1.2
15-3895-55970,Wyder L.,50.51605,-94.55713,22/05/14,9.119,2.5,0.16,34.299,23.6,2.64,7.099,,0.53,0.834,0.675,6,80,266,6.589,7.099,1.12,1.8,4.2
15-5782-55201,Amik L.,49.80542,-91.97069,23/05/14,20.399,6.44,0.18,118,47.7,5.179,15.9,,0.73,1.909,1.22,18,82,569,6.99,23.399,2.04,1,1.5
15-5837-55088,Arethusa L.,49.72132,-91.85789,23/05/14,17.899,5.24,0.16,39.399,40.2,4.459,7.2,,0.56,1.27,1.23,24,12,367,7.169,15.699,1.24,1.449,2.1
15-6500-55194,Bell L.,49.80409,-90.97135,23/05/14,17.5,5.679,0.16,30.5,41,4.32,6.7,,0.555,1.08,0.81,8,52,396,7.089,7.5,0.9,1.649,3.9
15-6321-55100,Crystal L.,49.72941,-91.16747,23/05/14,19.1,6.96,0.29,130,44.5,5.08,14.4,,0.665,1.379,0.8,12,60,449,6.929,11,2.2,1.05,1.8
15-6979-55108,Empire L.,49.7288,-90.22568,23/05/14,12.5,3.58,0.23,56.399,29.899,3.16,8.3,,0.535,0.974,0.905,8,60,646,6.95,7.599,1.84,1.1,2.2
15-6046-55042,Gooch L.,49.69086,-91.54675,23/05/14,11.6,4.059,0.1,164,29,2.6,18.1,,0.55,1.21,0.835,20,64,602,6.66,18.899,2.319,0.75,1.4
15-5396-55107,Hartman L.,49.74967,-92.44834,23/05/14,34.299,11.199,12.6,18.6,118,8,5.599,,0.94,2.629,7.71,12,2,313,7.419,10.1,0.98,1.899,2.8
15-5965-54891,Indian L.,49.5868,-91.70418,23/05/14,23,7.24,2.56,19.399,61,6.139,5,,0.655,1.56,2.5,12,38,241,7.25,9.5,2.56,1.95,4.4
15-6207-55385,Lake of B.s,49.93191,-91.38865,23/05/14,28.699,9.3,0.18,65.2,62.6,6.24,10.699,,0.66,1.98,0.925,10,44,194,7.37,13.1,1.159,1.449,2.3
15-6059-54782,Little Sandbar L.,49.45269,-91.54647,23/05/14,18,6.059,2.96,48,51.2,4.66,7,,0.635,1.23,2.06,22,34,330,7.12,14.4,3.6,1.399,2.2
15-5853-54894,Mameigwess L.,49.56065,-91.86098,23/05/14,25,7.7,0.27,11.4,56.2,6.4,3.399,,0.64,1.649,1.379,10,8,172,7.459,4.799,1.5,2.25,7
15-5802-54916,Mud L.,49.5722,-91.89374,23/05/14,14.9,4.16,0.2,14.4,35.2,3.68,4.5,,0.49,0.998,1.189,18,2,560,7.08,9.3,1,1.8,3.9
15-6090-55164,Press L.,49.77352,-91.44757,23/05/14,18.6,6.179,0.8,94.099,45.799,4.66,11.199,,0.625,1.47,1.27,12,106,383,7.019,13.1,3,1.8,1.7
15-6531-54804,Selwyn L.,49.4648,-90.86684,23/05/14,12,3.319,0.18,112,27.8,2.94,9.199,,0.645,0.926,1.02,12,96,302,6.87,11.199,4.139,1.05,1.3
15-6304-54898,Sowden L.,49.54046,-91.23138,23/05/14,12.4,3.839,0.48,115,32.2,3.08,11.9,,0.6,1.03,1.149,10,100,411,6.839,13.199,3.52,1.05,1.6
15-6600-55380,Sturgeon L.,49.87136,-91.08717,23/05/14,26.5,14.5,0.45,20.199,100,6.679,5.799,,0.575,2.279,1.09,6,64,231,7.429,6.799,0.92,18.399,6.4
15-6048-54975,Victoria L.,49.62562,-91.5036,23/05/14,19.786,6.2,0.22,25.6,45.7,4.759,5.599,,0.535,1.399,1.06,12,42,464,7.32,9.099,1.24,1.95,4.1
17-5827-52344,Anima Nipissing L.,47.25557,-79.89803,24/05/14,9.429,3.68,0.19,12.6,32.299,2.399,3.399,,0.19,0.894,0.725,8,44,170,6.99,3.6,0.8,5.4,6
17-5552-52523,Anvil L.,47.42387,-80.27061,24/05/14,3.24,1.48,0.12,40.899,18,1.1,5.299,,0.265,0.518,0.7,12,28,213,6.23,5.099,2.24,3.899,2.9
15-6471-56202,Arc L.,50.70731,-90.91698,24/05/14,20.899,6.94,0.14,65.299,46.899,5.16,9.8,,0.51,1.669,0.635,8,80,296,7.169,6.799,1.919,0.9,2.3
15-6011-55383,Bawden L.,49.97939,-91.58612,24/05/14,21.899,7.019,0.2,111,48.399,5.019,15.1,,0.735,1.81,0.835,12,66,435,7,17,1.679,0.85,1.9
15-6617-56410,Bertaud L.,50.91127,-90.66009,24/05/14,17.199,5.82,0.12,80.7,39,4.259,12.199,,0.56,1.32,0.515,8,76,358,6.87,7.4,1.22,0.9,1.9
15-6143-55885,Bury L.,50.43526,-91.39487,24/05/14,30.199,9.06,0.17,99.7,64.599,6.66,13.199,,0.74,2.299,0.765,12,88,377,7.29,15.699,2.06,0.95,1.5
17-5970-52137,Cassels L.,47.06509,-79.72038,24/05/14,20.3,8.039,2.93,33.5,73.099,5.179,5.299,,0.31,1.889,2.68,12,78,247,7.33,5.799,1.84,7.799,4.3
17-5580-52276,Diamond L.,47.19747,-80.21364,24/05/14,5.469,2.24,0.15,25.5,23.699,1.439,4.099,,0.235,0.662,0.795,10,38,181,6.7,4,1.439,4.599,3.5
17-5515-51958,Emerald L.,46.90383,-80.32168,24/05/14,11.5,6.459,0.77,6.33,56.2,2.799,2,,0.285,1.34,0.845,6,32,209,7.08,3.6,1.04,12.8,10.5
15-6742-56100,Fitchie L.,50.61513,-90.54196,24/05/14,16.5,6.259,0.68,127,39.299,3.839,14.5,,0.49,1.2,0.735,18,64,523,6.94,11.1,1.76,0.65,1.6
17-5335-52315,Florence L.,47.23104,-80.56187,24/05/14,1.449,1.179,0.16,9.24,17.899,0.84,1.899,,0.215,0.38,0.67,20,34,376,5.48,2.299,1.36,5.099,7.9
15-6832-55663,Fog L.,50.2221,-90.42956,24/05/14,7.419,2.839,0.1,102,21.1,2.02,12.1,,0.325,0.67,0.535,12,68,287,6.629,6.5,1.48,0.7,1.8
16-2934-56630,Frain L.,51.07761,-89.94749,24/05/14,20.399,7.459,0.2,138,45.6,3.96,16,,1.189,1.53,0.365,14,36,418,7.299,9.9,1.159,0.9,1.5
15-6378-55460,Gibraltar L.,50.05275,-91.07554,24/05/14,15,6,0.07,110,34.6,3.299,14.3,,0.34,0.642,0.49,10,66,492,6.94,12.8,1.7,0.95,1.8
17-5608-52396,Lady Evelyn L.,47.31112,-80.19125,24/05/14,5.23,2.22,0.14,34.1,23,1.439,4.799,,0.25,0.666,0.775,12,58,198,6.629,6.299,2.02,4.299,2.7
17-5430-52549,Makobe L.,47.44313,-80.42785,24/05/14,2.779,1.58,0.13,25.899,18.1,1.04,4.299,,0.22,0.484,0.69,12,38,189,6.259,4.9,1.179,4,3.7
15-6908-56374,McCrea L.,50.87695,-90.32397,24/05/14,19.694,6.719,0.13,72.4,43.2,5,11.1,,0.48,1.37,0.515,10,100,349,7.049,7.4,1.24,0.85,2.8
17-5778-52271,McLean L.,47.18752,-79.97729,24/05/14,9.71,3.919,0.18,13.5,34,2.74,3.2,,0.2,0.97,0.75,8,46,189,7,4.4,0.96,5.25,6.8
15-6523-56318,Miniss L.,51.04558,-90.85139,24/05/14,19,6.12,0.14,89.2,41.7,4.66,10.9,,0.535,1.449,0.595,8,76,315,7.04,8.099,1.879,0.95,1.9
17-5885-52314,Mountain L.,47.23441,-79.83177,24/05/14,16.3,6.219,0.17,25.199,45.2,3.96,4.7,,0.215,1.26,0.735,12,48,245,7.259,6.4,1.5,4.849,3.8
17-5909-52183,Net L.,47.11577,-79.80049,24/05/14,12,4.32,0.28,40.299,37.6,3.08,5.599,,0.195,1.11,0.85,16,44,249,7.139,6.2,1.84,4.4,2.3
17-5566-52101,Obabika L.,47.02517,-80.25574,24/05/14,8.22,3.14,0.19,13.5,31.3,2.06,3,,0.275,0.886,0.845,18,2,274,7.049,6.299,0.96,5.45,5.1
15-6895-56512,Pashkokogan L.,50.94512,-90.32948,24/05/14,20.8,7.099,0.31,75.5,44.799,4.98,11.199,,0.45,1.48,0.6,10,64,328,7.139,8.9,1.36,0.65,1.9
17-6031-52053,Rabbit L.,46.9582,-79.66686,24/05/14,20.199,7.96,2.879,31.899,69.2,5.12,5.2,,0.295,1.83,2.589,12,82,284,7.339,5.9,1.74,6.65,3.1
17-5740-52232,Red Squirrel L.,47.15769,-80.02937,24/05/14,10.4,4.16,0.18,19.199,35.7,2.799,3.6,,0.205,0.99,0.805,8,56,110,7.07,4.4,1.32,5.049,3.9
17-5972-52300,Rib L.,47.20315,-79.71151,24/05/14,19,6.459,8.759,16.1,83.599,4.879,3.399,,0.28,1.58,6.679,6,68,175,7.32,3.7,1.6,5,6.2
15-6825-55952,Savant L.,50.51327,-90.41635,24/05/14,18.699,6.5,0.14,36.899,41.799,4.339,7.799,,0.475,1.05,0.53,4,36,312,7.24,5.9,0.82,1.149,4.2
15-6890-55500,Seseganaga L.,50.10593,-90.34936,24/05/14,9.4,3.08,0.13,55.5,24,2.459,8.3,,0.49,0.678,0.65,10,86,267,6.73,5.9,1.879,1.3,2.3
15-6244-55581,Singapore L.,50.17146,-91.24472,24/05/14,18.3,6.48,0.39,110,44.899,4.219,13.9,,0.595,1.47,0.845,14,76,443,7.019,14.199,1.72,2.35,1.4
